train_noise,depth,mlp_ratio,params,accuracy,auc_mean,auc_ci_low,auc_ci_high,precision,recall,f1
0.3,12,6.0,7136842,51.25999999999999,89.78288064855593,89.77243475197486,89.79332654513699,56.45516728585736,51.260000000000005,51.84783225384424
0.35,12,6.0,7136842,46.45,87.93498468661383,87.92335016415753,87.94661920907014,50.51752056895996,46.45,46.35662620103339
0.4,12,6.0,7136842,47.57,87.86790588904417,87.85600763174348,87.87980414634487,48.38240535851619,47.57000000000001,47.02171546102024
0.0,14,0.5,2630410,73.00999999999999,96.52009696627633,96.51444540857736,96.52574852397528,72.87769500688096,73.00999999999999,72.88786689839607
0.05,14,0.5,2630410,72.04,96.30929358870065,96.30345583043105,96.31513134697028,72.51305118773247,72.04,72.09928235170725
0.1,14,0.5,2630410,66.3,95.14029961427465,95.13328508294505,95.14731414560427,68.64067671809086,66.3,66.54365353702983
0.15,14,0.5,2630410,62.89,94.15634037144586,94.14883240877755,94.16384833411419,65.91870983997853,62.89,63.29456864685052
0.2,14,0.5,2630410,57.4,92.5017711987938,92.49247572610331,92.5110666714843,61.54222227019914,57.400000000000006,57.87873826008715
0.25,14,0.5,2630410,54.449999999999996,91.39238016799902,91.38274387144925,91.40201646454878,58.81572387884235,54.449999999999996,54.77707475689822
0.3,14,0.5,2630410,53.339999999999996,90.93827775623467,90.92826846297596,90.94828704949339,57.161457747338204,53.339999999999996,53.600919168792885
0.35,14,0.5,2630410,54.58,90.87186532400062,90.8615244980738,90.88220614992744,55.41351119178996,54.580000000000005,54.64678069858044
0.4,14,0.5,2630410,48.1,88.3831455418636,88.37141221275817,88.39487887096902,50.15380338099289,48.1,48.12731745685806
0.0,14,1.0,3147850,76.1,97.08979008557425,97.08451853899213,97.09506163215639,75.89586006847256,76.1,75.96421353822026
0.05,14,1.0,3147850,69.78,95.86808118823646,95.8616409456386,95.8745214308343,70.51009103184909,69.78,69.88658645373908
0.1,14,1.0,3147850,69.08,95.8367206756593,95.83032212513683,95.84311922618176,71.65200432790463,69.08000000000001,69.3266171203082
0.15,14,1.0,3147850,63.1,94.31657346853737,94.30910020898668,94.32404672808806,66.8160749587486,63.1,63.45528431460594
0.2,14,1.0,3147850,57.45,92.53852219907166,92.52992076145745,92.54712363668588,61.93972028971263,57.45,57.92527090785552
0.25,14,1.0,3147850,55.33,91.7038746306873,91.69421497138973,91.71353428998488,60.039690383592,55.32999999999999,55.65756010544608
0.3,14,1.0,3147850,54.25,91.0609014388756,91.05136615375532,91.0704367239959,57.965055106894425,54.25,54.80015275159453
0.35,14,1.0,3147850,51.93,89.83939132717073,89.82845224759357,89.8503304067479,53.89795711114444,51.93000000000001,51.92107060164225
0.4,14,1.0,3147850,47.92,88.50771824082305,88.49663209076016,88.51880439088595,50.14817311895542,47.919999999999995,47.74563400750463
0.0,14,1.5,3665290,77.72,97.44600743812885,97.44111704264212,97.45089783361557,77.61306800130265,77.72,77.6527906153415
0.05,14,1.5,3665290,73.74000000000001,96.75564520136454,96.75009527294547,96.7611951297836,74.73336650765967,73.74000000000001,73.79397619208169
0.1,14,1.5,3665290,68.85,95.64625449316713,95.63974926393392,95.65275972240035,71.05016265200277,68.85,68.96602121510934
0.15,14,1.5,3665290,61.42999999999999,94.20510029441598,94.19757000393135,94.21263058490061,66.92857404902011,61.42999999999999,61.81512688549019
0.2,14,1.5,3665290,55.97,91.92856115059375,91.91877893827657,91.93834336291094,60.01905866066002,55.97,56.44929845830193
0.25,14,1.5,3665290,55.53,91.61201543764751,91.602305310345,91.62172556495001,59.977671183222434,55.52999999999999,56.0371224711363
0.3,14,1.5,3665290,54.010000000000005,90.91333023803656,90.90330909053192,90.9233513855412,57.01630589275428,54.010000000000005,54.18309493404054
0.35,14,1.5,3665290,50.480000000000004,89.64465114156044,89.63378735773946,89.65551492538141,54.0535253483043,50.47999999999999,50.416363879606116
0.4,14,1.5,3665290,45.96,87.52362221006992,87.51187433981006,87.53537008032978,49.71736436984411,45.96,45.61000884924301
0.0,14,2.0,4182730,76.52,97.13433465075681,97.12903172079608,97.13963758071755,76.4180634019978,76.52,76.43341910540144
0.05,14,2.0,4182730,72.56,96.64945383596691,96.6439291448603,96.65497852707354,73.78139203564402,72.56,72.63833467756949
0.1,14,2.0,4182730,65.61,95.19428981169939,95.18756301779197,95.20101660560681,69.7388939429336,65.61,65.83037054714175
0.15,14,2.0,4182730,59.4,93.22569189188589,93.2174478723355,93.23393591143628,64.18027712023859,59.400000000000006,59.767953183071654
0.2,14,2.0,4182730,56.47,92.15990835075996,92.15091212291061,92.1689045786093,61.19213058420918,56.47,56.79517813863419
0.25,14,2.0,4182730,50.8,89.90940427630895,89.89884660463319,89.91996194798469,55.6639947264284,50.8,51.37936820257201
0.3,14,2.0,4182730,46.2,88.29772529213649,88.28659890370946,88.30885168056354,50.79365243654448,46.2,45.78324897172282
0.35,14,2.0,4182730,51.49,90.14713408077084,90.13679588451838,90.1574722770233,54.84305659321673,51.489999999999995,51.505765389351986
0.4,14,2.0,4182730,48.63,88.52653299577304,88.51549715094151,88.53756884060458,51.228490431537644,48.629999999999995,48.85130769087217
0.0,14,2.5,4700170,78.75999999999999,97.59114583360606,97.58649631742583,97.5957953497863,78.75320616843183,78.75999999999999,78.7508191274655
0.05,14,2.5,4700170,70.67,95.98871286300476,95.98260566443587,95.99482006157366,71.5269952121841,70.67,70.78730001127785
0.1,14,2.5,4700170,65.03999999999999,94.9106022530021,94.90346948606208,94.91773501994211,69.63361142386685,65.04,65.29078997960835
0.15,14,2.5,4700170,60.6,93.76161446835522,93.75316154529975,93.7700673914107,66.03299252442343,60.6,60.85918621623067
0.2,14,2.5,4700170,54.43,91.72947452901872,91.72005502938264,91.73889402865481,60.720016502131756,54.43,54.71020669597374
0.25,14,2.5,4700170,51.9,90.71744168178827,90.70746582216,90.72741754141656,58.22280529866184,51.89999999999999,52.3519580024457
0.3,14,2.5,4700170,52.1,90.53918378046882,90.52903526861053,90.5493322923271,56.97422401698117,52.1,52.46146588967833
0.35,14,2.5,4700170,48.68,88.59884969314598,88.58757814044115,88.6101212458508,51.536078899088835,48.68,48.95876106776751
0.4,14,2.5,4700170,47.55,88.01524046537502,88.00339935470633,88.02708157604371,50.40320632344465,47.55,47.179479020002915
0.0,14,3.0,5217610,66.85,95.06165985551199,95.05459110555378,95.0687286054702,66.63552292525301,66.85000000000001,66.59899187578839
0.05,14,3.0,5217610,63.24999999999999,94.10485964933869,94.09722215600841,94.11249714266896,64.72600250491676,63.25000000000001,63.34386055585692
0.1,14,3.0,5217610,64.45,94.73380928197595,94.72652843365331,94.7410901302986,68.70964181048562,64.45,64.602681150758
0.15,14,3.0,5217610,57.830000000000005,92.88056647373708,92.87182861429481,92.88930433317933,63.30657887099347,57.830000000000005,58.04027947780628
0.2,14,3.0,5217610,55.43,92.0006143457709,91.99143881000637,92.00978988153544,61.966812960200215,55.43,55.73147581071984
0.25,14,3.0,5217610,50.22,90.4449706618356,90.43489811917384,90.45504320449737,56.92165472995703,50.22,50.34221412122191
0.3,14,3.0,5217610,50.949999999999996,89.7354253844459,89.72449411885869,89.7463566500331,56.12751606896105,50.949999999999996,51.37023811021494
0.35,14,3.0,5217610,48.91,89.0899714073759,89.07873809925249,89.1012047154993,54.38231158929311,48.91,49.275549450120515
0.4,14,3.0,5217610,47.08,87.83481633970875,87.82337941891049,87.84625326050701,50.06055770365807,47.08,46.878148600639946
0.0,14,3.5,5735050,77.25999999999999,97.34422013837502,97.33934297285998,97.34909730389006,77.13716533638306,77.25999999999999,77.14916257406935
0.05,14,3.5,5735050,73.98,96.84777654169969,96.84247567515972,96.85307740823964,75.10146576770096,73.98,74.03278306431363
0.1,14,3.5,5735050,66.96,95.42884051767072,95.422156736938,95.43552429840344,70.58561349267222,66.96000000000001,66.97764241160063
0.15,14,3.5,5735050,57.9,93.16732788004614,93.15920358173999,93.1754521783523,64.40515164734177,57.9,58.00432066239154
0.2,14,3.5,5735050,53.03,90.98670956410864,90.97706012922346,90.99635899899381,59.631577356397656,53.03,53.410978999646574
0.25,14,3.5,5735050,47.099999999999994,88.94852548481047,88.93770814104516,88.9593428285758,54.625824831285975,47.099999999999994,46.68420756168988
0.3,14,3.5,5735050,46.35,88.05957839433545,88.048247751802,88.07090903686891,51.42214967205601,46.349999999999994,46.29269757948468
0.35,14,3.5,5735050,47.17,87.68842746280268,87.67645461823591,87.70040030736943,49.85805834384533,47.169999999999995,47.36381727001368
0.4,14,3.5,5735050,47.65,88.07567120059542,88.06396824876433,88.0873741524265,50.415564092770936,47.65,47.62458842614411
0.0,14,4.0,6252490,77.8,97.49742994223718,97.49260206801253,97.50225781646182,77.75787616835548,77.8,77.75525352771552
0.05,14,4.0,6252490,72.25,96.41751539294157,96.41173689358142,96.42329389230171,72.99888036038399,72.24999999999999,72.27311395341
0.1,14,4.0,6252490,62.6,94.22067546940322,94.21309891070027,94.22825202810617,66.94393863838528,62.6,62.84044197140142
0.15,14,4.0,6252490,59.040000000000006,93.28410075552725,93.27583312194092,93.29236838911356,64.31214321828394,59.03999999999999,59.3410677956444
0.2,14,4.0,6252490,55.63,91.9077309266811,91.89805682308804,91.91740503027415,60.92092814156863,55.63,56.1262698822108
0.25,14,4.0,6252490,50.06,89.57040070398698,89.55968297139303,89.58111843658092,56.22640548704212,50.06,50.30690317946196
0.3,14,4.0,6252490,47.46,88.83931609170457,88.8282047733427,88.85042741006643,51.994811377952,47.459999999999994,47.39962144707101
0.35,14,4.0,6252490,44.769999999999996,87.18891176730548,87.17694168792366,87.20088184668732,47.780470235198045,44.77,43.78201818122584
0.4,14,4.0,6252490,44.89,86.59946071093968,86.58704792154973,86.61187350032964,45.66709864535875,44.89000000000001,44.12292328839982
0.0,14,4.5,6769930,76.35,97.11806643443896,97.11294319469839,97.12318967417954,76.23056613118149,76.35000000000001,76.25547355802053
0.05,14,4.5,6769930,67.13,95.2266320563814,95.21973334616773,95.23353076659508,68.42527467208849,67.13,67.26830758767913
0.1,14,4.5,6769930,65.82000000000001,94.88433870871106,94.87688341447294,94.89179400294917,68.39214230076077,65.82000000000001,65.9883962647039
0.15,14,4.5,6769930,57.65,92.88883006665175,92.88032428776319,92.89733584554031,61.94161934389979,57.65,58.01312227056571
0.2,14,4.5,6769930,53.800000000000004,91.46442902434177,91.45522368570444,91.47363436297911,59.415266007009194,53.800000000000004,54.198667424090516
0.25,14,4.5,6769930,49.32,89.16344596828615,89.15190607656272,89.17498586000957,53.12344742575852,49.32,49.5432373248196
0.3,14,4.5,6769930,47.370000000000005,88.29650924067103,88.28475262667044,88.30826585467162,50.14653820010373,47.370000000000005,46.98975965465311
0.35,14,4.5,6769930,48.22,88.76104952582014,88.74992027769727,88.77217877394303,51.66428911601911,48.21999999999999,48.56668800889105
0.4,14,4.5,6769930,41.78,85.86900754376491,85.85689297890585,85.88112210862397,44.97219306395186,41.78,40.96207609633103
0.0,14,5.0,7287370,79.27,97.72806434309996,97.72364706909103,97.73248161710889,79.20738284644194,79.27000000000001,79.22348117228628
0.05,14,5.0,7287370,75.32,97.04959132706038,97.04453235564243,97.05465029847832,76.61430098801418,75.32,75.43616452944332
0.1,14,5.0,7287370,66.05,95.18235943660055,95.17515049544957,95.18956837775153,69.40839628941158,66.05000000000001,66.37614157173263
0.15,14,5.0,7287370,55.67999999999999,92.3177095008272,92.30861538935496,92.32680361229946,62.44210843457939,55.67999999999999,56.021137869993694
0.2,14,5.0,7287370,52.839999999999996,90.9219586695516,90.91227899092438,90.93163834817881,55.90360867901818,52.839999999999996,53.156441583801886
0.25,14,5.0,7287370,51.81,90.66693709642456,90.65651224780255,90.67736194504657,58.72145283542779,51.81,52.244959813236456
0.3,14,5.0,7287370,46.160000000000004,87.80631359514369,87.794343127309,87.81828406297838,51.98617735742551,46.160000000000004,46.39562034927951
0.35,14,5.0,7287370,44.04,86.81421432585157,86.8020431566049,86.82638549509824,47.25472994746287,44.040000000000006,43.28674940974131
0.4,14,5.0,7287370,37.51,82.78224628264347,82.76900891964584,82.7954836456411,39.51589289196852,37.510000000000005,34.36870356881706
0.0,14,5.5,7804810,67.93,95.2004698648916,95.19371329519036,95.20722643459284,67.86336223615572,67.93,67.70814923203787
0.05,14,5.5,7804810,70.8,96.17170147262898,96.16554353568168,96.17785940957629,71.9638384077427,70.8,70.90602763165478
0.1,14,5.5,7804810,65.45,95.01217132211495,95.00522381645102,95.0191188277789,68.7028601667406,65.45,65.77552937672151
0.15,14,5.5,7804810,57.11000000000001,92.9456709313304,92.93709504630775,92.95424681635303,64.69447499546446,57.11000000000001,57.372285721517834
0.2,14,5.5,7804810,48.699999999999996,89.4546728469384,89.44356924238423,89.46577645149257,53.833828646064404,48.699999999999996,48.87206751248264
0.25,14,5.5,7804810,46.67,88.95247841038993,88.9418468538594,88.96310996692046,53.79834111815859,46.67,46.699363675305534
0.3,14,5.5,7804810,48.49,88.90066878326114,88.88936066893292,88.91197689758935,52.65438668397413,48.49,48.78166805434797
0.35,14,5.5,7804810,47.9,88.51156049628023,88.50030784312372,88.52281314943674,50.64619014157227,47.9,48.18921630630738
0.4,14,5.5,7804810,47.17,87.89720419920464,87.88516543418801,87.90924296422126,50.50851664979009,47.169999999999995,47.38805824625739
0.0,14,6.0,8322250,65.77,94.53089361223003,94.5233674291395,94.53841979532056,65.64460833189052,65.77,65.50777728289853
0.05,14,6.0,8322250,72.00999999999999,96.35494380071962,96.3488527031064,96.36103489833286,72.95118016525277,72.00999999999999,72.15606542364992
0.1,14,6.0,8322250,57.879999999999995,92.82744725109653,92.81907816308352,92.83581633910953,61.78843021467305,57.879999999999995,58.066249683878254
0.15,14,6.0,8322250,54.71,92.3020169644464,92.29317490304254,92.31085902585025,62.59101130518589,54.71,54.97209936051364
0.2,14,6.0,8322250,53.169999999999995,90.95562640177842,90.94556254144469,90.96569026211213,56.97921299040066,53.17000000000001,53.48618275743872
0.25,14,6.0,8322250,50.629999999999995,89.8759123785325,89.8658420462788,89.88598271078622,55.09061428265096,50.63000000000001,50.98446723483032
0.3,14,6.0,8322250,52.01,89.93115605154196,89.9203304496708,89.94198165341312,55.07685924872738,52.01,52.249245830030134
0.35,14,6.0,8322250,48.480000000000004,88.55966246342078,88.54863055236956,88.570694374472,52.46527309227601,48.480000000000004,48.76411982167079
0.4,14,6.0,8322250,46.23,87.85966344983895,87.84805063241554,87.87127626726235,49.84742800725876,46.230000000000004,46.48201712439139
0.0,16,0.5,3002698,74.44,96.65303988570464,96.64757956359892,96.65850020781035,74.41389970779743,74.44000000000001,74.36627782243545
0.05,16,0.5,3002698,71.55,96.19155424712895,96.18561820523351,96.19749028902439,72.07074115867033,71.55,71.62263538229145
0.1,16,0.5,3002698,66.69,95.35258951049721,95.34604404821188,95.35913497278254,70.1200223284442,66.68999999999998,66.84801659445398
0.15,16,0.5,3002698,62.09,94.09600644167975,94.08801749753191,94.10399538582759,65.5967415354105,62.09,62.42841541285582
0.2,16,0.5,3002698,57.50999999999999,92.61977159744471,92.61060989318875,92.62893330170068,61.495361617382635,57.50999999999999,57.89774844333948
0.25,16,0.5,3002698,57.42,92.24259334232877,92.23315726921876,92.25202941543877,59.89638950252096,57.42,57.68304973253349
0.3,16,0.5,3002698,53.87,90.96845901193718,90.95904313511083,90.97787488876354,57.577089026300854,53.87,54.07778706356466
0.35,16,0.5,3002698,53.06999999999999,90.26731335258708,90.25705118212647,90.27757552304767,54.51956857466802,53.069999999999986,53.161906081362865
0.4,16,0.5,3002698,46.050000000000004,87.45949390979929,87.44780027519823,87.47118754440035,50.22832751183694,46.05,46.3490108292169
0.0,16,1.0,3594058,78.13,97.54105368409122,97.53637317374225,97.54573419444021,78.01743324750977,78.13000000000001,78.0449764683601
0.05,16,1.0,3594058,72.52,96.39302020811942,96.38726125828026,96.39877915795859,73.2613612264444,72.51999999999998,72.57506783024297
0.1,16,1.0,3594058,64.83,94.92163541107466,94.91460451123082,94.92866631091852,68.48771620270881,64.83,65.09728128615518
0.15,16,1.0,3594058,61.33,93.9536586334752,93.94563980814799,93.96167745880241,66.30361354529973,61.33,61.6852083719465
0.2,16,1.0,3594058,56.65,92.47662967268154,92.46778542849484,92.48547391686824,62.348332017556174,56.65,57.03359207259172
0.25,16,1.0,3594058,55.24,91.66503475751244,91.65506816944193,91.67500134558296,58.78359962403357,55.23999999999999,55.59942129667902
0.3,16,1.0,3594058,52.65,90.6574816940286,90.64712458809899,90.66783879995822,57.020001307046755,52.65,53.15842568109229
0.35,16,1.0,3594058,49.25,89.20710305667824,89.1959960230716,89.21821009028488,51.89654312773134,49.25,48.88979284376361
0.4,16,1.0,3594058,49.99,88.95839411385516,88.94738146543632,88.969406762274,52.158280604328475,49.989999999999995,49.80022459701038
0.0,16,1.5,4185418,75.71,97.07662914532074,97.0716137686988,97.08164452194268,75.58357704544552,75.71,75.58760908885056
0.05,16,1.5,4185418,73.4,96.61602237569384,96.61021876378113,96.62182598760656,74.37110199652169,73.4,73.47215051678695
0.1,16,1.5,4185418,66.03999999999999,95.17675623629864,95.16980087514425,95.18371159745304,70.28340486647433,66.03999999999999,66.38591264408609
0.15,16,1.5,4185418,60.870000000000005,93.4064317410072,93.39804110841767,93.4148223735967,64.27180257780775,60.870000000000005,61.127354859919556
0.2,16,1.5,4185418,56.35,91.95077889036396,91.94158912480358,91.95996865592434,60.214928650195844,56.35000000000001,56.65715910411444
0.25,16,1.5,4185418,55.42,91.55665617061796,91.54704150428913,91.56627083694679,59.728101941790094,55.42,55.847813221836695
0.3,16,1.5,4185418,51.300000000000004,90.06972646381652,90.05908124257694,90.08037168505612,54.0987268538437,51.300000000000004,51.20764663665912
0.35,16,1.5,4185418,50.82,89.8204355090264,89.80990067802716,89.83097034002563,54.278568933288554,50.82,50.909957191276966
0.4,16,1.5,4185418,47.660000000000004,87.93704356888566,87.92545713438639,87.9486300033849,50.12719926967979,47.660000000000004,47.30921050568547
0.0,16,2.0,4776778,72.37,96.30413687881621,96.29801674724543,96.310257010387,72.16923256199317,72.37000000000002,72.18918179223346
0.05,16,2.0,4776778,72.76,96.43226142008507,96.42627720508041,96.43824563508974,73.55988920164023,72.76,72.88908182754372
0.1,16,2.0,4776778,66.14,95.08947397480402,95.08265377722455,95.0962941723835,69.87043313317376,66.14,66.32508069097794
0.15,16,2.0,4776778,60.5,93.70494279695849,93.69688569535444,93.71299989856254,65.82505661984437,60.50000000000001,60.945343171817946
0.2,16,2.0,4776778,55.489999999999995,91.75959272218928,91.75036604019976,91.76881940417881,61.15464974946588,55.490000000000016,55.75910422758664
0.25,16,2.0,4776778,50.86000000000001,90.26388147223227,90.25349225700245,90.27427068746209,56.77237437362567,50.85999999999999,51.07584539810437
0.3,16,2.0,4776778,51.1,89.67862432535016,89.66745696079242,89.68979168990788,52.64095538731228,51.09999999999999,51.04667491335578
0.35,16,2.0,4776778,49.730000000000004,89.16561627879595,89.1547053094954,89.17652724809652,53.783662172901394,49.73,50.081343880891026
0.4,16,2.0,4776778,46.69,87.51250585995456,87.50022955240685,87.52478216750227,49.08706304016254,46.69,46.75174118502356
0.0,16,2.5,5368138,76.58,97.21793743412903,97.21291477838355,97.22296008987449,76.44365212314416,76.58,76.48201964977343
0.05,16,2.5,5368138,74.97,97.05610868582912,97.05088592199672,97.06133144966151,76.01457274745175,74.97,74.99824704907812
0.1,16,2.5,5368138,65.8,94.83225417754817,94.82515910240288,94.83934925269344,68.41135403127603,65.8,65.93629384155723
0.15,16,2.5,5368138,59.28,93.4084147779635,93.40010715419078,93.41672240173622,64.21697781735095,59.28,59.42842287555592
0.2,16,2.5,5368138,53.92,91.55954844137872,91.5497917218038,91.56930516095365,59.866951761695795,53.91999999999999,54.40758157585994
0.25,16,2.5,5368138,53.74,91.1901623806414,91.18026427210158,91.2000604891812,59.12703098924621,53.74000000000001,54.24508335165573
0.3,16,2.5,5368138,51.019999999999996,90.05589328937464,90.04576039785248,90.06602618089681,56.170261817175756,51.019999999999996,51.20577847197752
0.35,16,2.5,5368138,45.540000000000006,87.74114377144089,87.7295087822031,87.75277876067868,50.79674812666648,45.540000000000006,45.503914615489585
0.4,16,2.5,5368138,48.02,88.26158161830053,88.25001678029597,88.27314645630508,51.135507576671976,48.019999999999996,48.29070351227413
0.0,16,3.0,5959498,78.77,97.55220675627669,97.54754016581288,97.55687334674049,78.6994396249969,78.77000000000001,78.71342310320075
0.05,16,3.0,5959498,73.89,96.78617436886263,96.78063677785048,96.79171195987479,74.90373134271645,73.89000000000001,73.83740750469856
0.1,16,3.0,5959498,64.98,94.7822167557626,94.77499487310969,94.78943863841552,68.40111014831237,64.97999999999999,65.23070655598586
0.15,16,3.0,5959498,58.620000000000005,92.95976765725173,92.95138707435217,92.9681482401513,64.8914638804229,58.620000000000005,58.908215278193765
0.2,16,3.0,5959498,53.97,91.36584672670487,91.35639281678915,91.37530063662061,59.847373835541404,53.970000000000006,54.3969116778939
0.25,16,3.0,5959498,48.61,89.37369741521583,89.36307505498442,89.38431977544725,53.057826114861825,48.61000000000001,48.60207623025134
0.3,16,3.0,5959498,44.75,88.17482789463577,88.16337470602892,88.18628108324262,51.6511105161225,44.75000000000001,44.79615052818714
0.35,16,3.0,5959498,47.64,88.10084915476246,88.0894254306781,88.11227287884682,49.842340609663616,47.63999999999999,47.316917717639626
0.4,16,3.0,5959498,46.050000000000004,87.9738242010228,87.96236372218148,87.9852846798641,50.11940095636383,46.050000000000004,46.30186202940749
0.0,16,3.5,6550858,69.61,95.60900057738053,95.60240547842834,95.6155956763327,69.38946358391385,69.61,69.37311002389993
0.05,16,3.5,6550858,65.3,94.66686465927535,94.65959828639954,94.67413103215117,66.32425757479258,65.3,65.32740517361043
0.1,16,3.5,6550858,66.22,95.28047307125465,95.27361375024127,95.28733239226803,69.85940758264081,66.22000000000001,66.46309551050415
0.15,16,3.5,6550858,58.60999999999999,92.77969575502087,92.77052475900082,92.78886675104091,63.5338161363258,58.60999999999999,58.88562901139307
0.2,16,3.5,6550858,52.64,90.41998033365584,90.40990356635042,90.43005710096126,55.334252222462666,52.64,52.85445960321275
0.25,16,3.5,6550858,46.72,88.56984352549355,88.5588578253107,88.58082922567641,51.171703368501866,46.720000000000006,46.52879311930242
0.3,16,3.5,6550858,48.39,88.75959727896654,88.74888070941007,88.770313848523,51.71556667866037,48.38999999999999,48.17890080965282
0.35,16,3.5,6550858,48.94,88.81867795368483,88.8077287072341,88.82962720013555,52.655784120543835,48.94,49.25626433419297
0.4,16,3.5,6550858,41.85,85.82668320776827,85.8140618346539,85.83930458088264,46.72045346281289,41.85,41.868869295880025
0.0,16,4.0,7142218,71.25,96.00795833764201,96.0018815333821,96.01403514190191,71.04347674635844,71.25,71.08910488470846
0.05,16,4.0,7142218,71.53,96.24038265655449,96.23457418226458,96.24619113084441,72.9361263799935,71.52999999999999,71.57102391630119
0.1,16,4.0,7142218,58.24,92.9395851690332,92.93101842319581,92.94815191487056,61.39470531673107,58.24,58.47061150718697
0.15,16,4.0,7142218,58.03,92.81101154452345,92.8019671145413,92.82005597450562,63.412882541321345,58.03,58.27492943626591
0.2,16,4.0,7142218,52.26,91.00596041948637,90.99597201711455,91.01594882185817,57.848287282417665,52.26,52.32957029817158
0.25,16,4.0,7142218,49.01,89.62974695451274,89.61866845798554,89.64082545103996,55.49410042149262,49.01000000000001,49.79258372041576
0.3,16,4.0,7142218,49.09,88.77891049185122,88.76785120872991,88.78996977497255,52.151169222922924,49.09,49.00459909330127
0.35,16,4.0,7142218,44.47,86.93719642323667,86.92515899157833,86.94923385489503,46.39006940975439,44.47,43.75564529173637
0.4,16,4.0,7142218,45.16,87.30843488932108,87.29666692485438,87.32020285378776,47.803530357077115,45.16,44.8322149002784
0.0,16,4.5,7733578,66.53,94.86358267031824,94.85639434045567,94.87077100018081,66.43230354171651,66.53,66.26460824519154
0.05,16,4.5,7733578,61.129999999999995,93.42168196443006,93.41382351621372,93.42954041264642,62.19226641037212,61.13000000000001,61.0882554668563
0.1,16,4.5,7733578,64.56,94.7798567475893,94.7726955141441,94.78701798103451,68.24245105147271,64.56,64.89090926067918
0.15,16,4.5,7733578,56.04,92.53520597190031,92.52642182153838,92.54399012226224,61.045310874300384,56.04000000000001,56.574900625044336
0.2,16,4.5,7733578,51.12,90.25230242083319,90.24164661921,90.26295822245636,58.214288538637504,51.11999999999999,51.33293713875573
0.25,16,4.5,7733578,51.59,90.46395919545118,90.45380267742912,90.47411571347325,56.34057055482131,51.59,51.799381758733944
0.3,16,4.5,7733578,51.24999999999999,90.16526674453917,90.15480588540532,90.17572760367301,56.363227799848545,51.25000000000001,51.726978026588654
0.35,16,4.5,7733578,46.31,87.99799743698267,87.98614082711761,88.00985404684775,49.54407955305169,46.31,46.16199470291
0.4,16,4.5,7733578,42.55,86.06294055430037,86.05088596531623,86.07499514328451,46.39114506843292,42.55,42.23096090828992
0.0,16,5.0,8324938,75.67,97.11463322021162,97.10942020474432,97.11984623567889,75.70530028261874,75.67,75.62770972725986
0.05,16,5.0,8324938,66.17,94.7845113694864,94.77752409599013,94.79149864298267,67.02581950815846,66.17,66.19895194048314
0.1,16,5.0,8324938,61.24000000000001,93.6404718874268,93.63270714172987,93.64823663312374,64.33353300040478,61.24000000000001,61.61368830870748
0.15,16,5.0,8324938,57.599999999999994,92.74040464604583,92.73153376475848,92.74927552733317,61.508082714207276,57.599999999999994,57.882188888299815
0.2,16,5.0,8324938,53.36,91.43347013128505,91.4235089815414,91.44343128102868,59.722241063591085,53.36000000000001,53.71664481492211
0.25,16,5.0,8324938,52.980000000000004,90.57583490910731,90.56560340478072,90.58606641343391,56.87993070335011,52.980000000000004,53.60739912253764
0.3,16,5.0,8324938,45.93,87.72542699345216,87.71382783546427,87.73702615144005,48.608189696989285,45.93,45.41652784852822
0.35,16,5.0,8324938,48.19,88.2385458254522,88.22698353051017,88.25010812039424,51.71841639617839,48.19000000000001,48.422216893995184
0.4,16,5.0,8324938,46.25,87.44815686967725,87.4363908737287,87.4599228656258,50.2258973780498,46.25,46.62921782220971
0.0,16,5.5,8916298,68.78999999999999,95.4612450292048,95.45451573776322,95.4679743206464,68.70634708209545,68.78999999999999,68.6084854669396
0.05,16,5.5,8916298,63.17,93.91107114704337,93.90331777506294,93.91882451902381,64.37424964206711,63.17,63.137659541468615
0.1,16,5.5,8916298,60.38,93.44544614862652,93.43710671564995,93.4537855816031,63.13663463291871,60.38,60.552779892439624
0.15,16,5.5,8916298,56.76,92.77105714520421,92.76264452570193,92.7794697647065,64.01165118083686,56.76,57.10779522125513
0.2,16,5.5,8916298,51.29,90.24087958687527,90.2303415184882,90.25141765526233,55.72743810065016,51.28999999999999,51.83310446132873
0.25,16,5.5,8916298,51.54,90.07842432355334,90.06770860974534,90.08914003736135,55.66296571298184,51.54,52.0076529778157
0.3,16,5.5,8916298,43.39,86.85955807479424,86.84788870745973,86.87122744212876,48.174386434558144,43.39000000000001,42.738304809544694
0.35,16,5.5,8916298,38.57,83.81950235954089,83.8056131513484,83.83339156773337,40.2606560966321,38.57,37.43722732987093
0.4,16,5.5,8916298,43.9,86.61884861248184,86.60666146492082,86.63103576004285,45.967145615189466,43.89999999999999,43.39674553283414
0.0,16,6.0,9507658,69.64,95.68899908681298,95.68252944080511,95.69546873282087,69.60268281305478,69.64,69.51033139613664
0.05,16,6.0,9507658,64.17,94.39735345835247,94.38964540001471,94.40506151669022,65.82910617418219,64.16999999999999,64.19617452106998
0.1,16,6.0,9507658,61.260000000000005,93.6034632569762,93.59558214828112,93.61134436567126,64.0675395479253,61.25999999999999,61.580129531439596
0.15,16,6.0,9507658,57.330000000000005,92.6546566785596,92.64581407044457,92.66349928667464,62.56869522027934,57.330000000000005,57.639167258743825
